date,cityid,case_rate,death_rate,new_case_rate,new_death_rate
2020-01-24,32,0,0,.,.
2020-01-24,33,0,0,.,.
2020-01-24,34,0,0,.,.
2020-01-24,35,0,0,.,.
2020-01-24,36,0,0,.,.
2020-01-24,37,0,0,.,.
2020-01-24,38,0,0,.,.
2020-01-24,39,0,0,.,.
2020-01-24,40,0,0,.,.
2020-01-24,41,0,0,.,.
2020-01-24,42,0,0,.,.
2020-01-24,43,0,0,.,.
2020-01-24,44,0,0,.,.
2020-01-24,45,0,0,.,.
2020-01-24,46,0,0,.,.
2020-01-24,47,0,0,.,.
2020-01-24,48,0,0,.,.
2020-01-24,49,0,0,.,.
2020-01-24,50,0,0,.,.
2020-01-24,51,0,0,.,.
2020-01-24,52,0,0,.,.
2020-01-24,53,0,0,.,.
2020-01-25,1,0,0,.,.
2020-01-25,2,0,0,.,.
2020-01-25,3,0.0194,0,.,.
2020-01-25,4,0,0,.,.
2020-01-25,5,0,0,.,.
2020-01-25,6,0,0,.,.
2020-01-25,7,0,0,.,.
2020-01-25,8,0,0,.,.
2020-01-25,9,0,0,.,.
2020-01-25,10,0,0,.,.
2020-01-25,11,0,0,.,.
2020-01-25,12,0,0,.,.
2020-01-25,13,0,0,.,.
2020-01-25,14,0,0,.,.
2020-01-25,15,0,0,.,.
2020-01-25,16,0,0,.,.
2020-01-25,17,0,0,.,.
2020-01-25,18,0,0,.,.
2020-01-25,19,0,0,.,.
2020-01-25,20,0,0,.,.
2020-01-25,21,0,0,.,.
2020-01-25,22,0,0,.,.
2020-01-25,23,0,0,.,.
2020-01-25,24,0,0,.,.
2020-01-25,25,0,0,.,.
2020-01-25,26,0,0,.,.
2020-01-25,27,0,0,.,.
2020-01-25,28,0,0,.,.
2020-01-25,29,0,0,.,.
2020-01-25,30,0,0,.,.
2020-01-25,31,0,0,.,.
2020-01-25,32,0,0,.,.
2020-01-25,33,0,0,.,.
2020-01-25,34,0,0,.,.
2020-01-25,35,0,0,.,.
2020-01-25,36,0,0,.,.
2020-01-25,37,0,0,.,.
2020-01-25,38,0,0,.,.
2020-01-25,39,0,0,.,.
2020-01-25,40,0,0,.,.
2020-01-25,41,0,0,.,.
2020-01-25,42,0,0,.,.
2020-01-25,43,0,0,.,.
2020-01-25,44,0,0,.,.
2020-01-25,45,0,0,.,.
2020-01-25,46,0,0,.,.
2020-01-25,47,0,0,.,.
2020-01-25,48,0,0,.,.
2020-01-25,49,0,0,.,.
2020-01-25,50,0,0,.,.
2020-01-25,51,0,0,.,.
2020-01-25,52,0,0,.,.
2020-01-25,53,0,0,.,.
2020-01-26,1,0.00996,0,.,.
2020-01-26,2,0,0,.,.
2020-01-26,3,0.0194,0,.,.
2020-01-26,4,0,0,.,.
2020-01-26,5,0.0223,0,.,.
2020-01-26,6,0,0,.,.
2020-01-26,7,0,0,.,.
2020-01-26,8,0,0,.,.
2020-01-26,9,0,0,.,.
2020-01-26,10,0,0,.,.
2020-01-26,11,0,0,.,.
2020-01-26,12,0,0,.,.
2020-01-26,13,0,0,.,.
2020-01-26,14,0,0,.,.
2020-01-26,15,0,0,.,.
2020-01-26,16,0,0,.,.
2020-01-26,17,0,0,.,.
2020-01-26,18,0,0,.,.
2020-01-26,19,0,0,.,.
2020-01-26,20,0,0,.,.
2020-01-26,21,0,0,.,.
2020-01-26,22,0,0,.,.
2020-01-26,23,0,0,.,.
2020-01-26,24,0,0,.,.
2020-01-26,25,0,0,.,.
2020-01-26,26,0,0,.,.
2020-01-26,27,0,0,.,.
2020-01-26,28,0,0,.,.
2020-01-26,29,0,0,.,.
2020-01-26,30,0,0,.,.
2020-01-26,31,0,0,.,.
2020-01-26,32,0,0,.,.
2020-01-26,33,0,0,.,.
2020-01-26,34,0,0,.,.
2020-01-26,35,0,0,.,.
2020-01-26,36,0,0,.,.
2020-01-26,37,0,0,.,.
2020-01-26,38,0,0,.,.
2020-01-26,39,0,0,.,.
2020-01-26,40,0,0,.,.
2020-01-26,41,0,0,.,.
2020-01-26,42,0,0,.,.
2020-01-26,43,0,0,.,.
2020-01-26,44,0,0,.,.
2020-01-26,45,0,0,.,.
2020-01-26,46,0,0,.,.
2020-01-26,47,0,0,.,.
2020-01-26,48,0,0,.,.
2020-01-26,49,0,0,.,.
2020-01-26,50,0,0,.,.
2020-01-26,51,0,0,.,.
2020-01-26,52,0,0,.,.
2020-01-26,53,0,0,.,.
2020-01-27,1,0.00996,0,.00142,0
2020-01-27,2,0,0,0,0
2020-01-27,3,0.0194,0,.00277,0
2020-01-27,4,0,0,0,0
2020-01-27,5,0.0223,0,.00318,0
2020-01-27,6,0,0,0,0
2020-01-27,7,0,0,0,0
2020-01-27,8,0,0,0,0
2020-01-27,9,0,0,0,0
2020-01-27,10,0,0,0,0
2020-01-27,11,0,0,0,0
2020-01-27,12,0,0,0,0
2020-01-27,13,0,0,0,0
2020-01-27,14,0,0,0,0
2020-01-27,15,0,0,0,0
2020-01-27,16,0,0,0,0
2020-01-27,17,0,0,0,0
2020-01-27,18,0,0,0,0
2020-01-27,19,0,0,0,0
2020-01-27,20,0,0,0,0
2020-01-27,21,0,0,0,0
2020-01-27,22,0,0,0,0
2020-01-27,23,0,0,0,0
2020-01-27,24,0,0,0,0
2020-01-27,25,0,0,0,0
2020-01-27,26,0,0,0,0
2020-01-27,27,0,0,0,0
2020-01-27,28,0,0,0,0
2020-01-27,29,0,0,0,0
2020-01-27,30,0,0,0,0
2020-01-27,31,0,0,0,0
2020-01-27,32,0,0,0,0
2020-01-27,33,0,0,0,0
2020-01-27,34,0,0,0,0
2020-01-27,35,0,0,0,0
2020-01-27,36,0,0,0,0
2020-01-27,37,0,0,0,0
2020-01-27,38,0,0,0,0
2020-01-27,39,0,0,0,0
2020-01-27,40,0,0,0,0
2020-01-27,41,0,0,0,0
2020-01-27,42,0,0,0,0
2020-01-27,43,0,0,0,0
2020-01-27,44,0,0,0,0
2020-01-27,45,0,0,0,0
2020-01-27,46,0,0,0,0
2020-01-27,47,0,0,0,0
2020-01-27,48,0,0,0,0
2020-01-27,49,0,0,0,0
2020-01-27,50,0,0,0,0
2020-01-27,51,0,0,0,0
2020-01-27,52,0,0,0,0
2020-01-27,53,0,0,0,0
2020-01-28,1,0.00996,0,.00142,0
2020-01-28,2,0,0,0,0
2020-01-28,3,0.0194,0,.00277,0
2020-01-28,4,0,0,0,0
2020-01-28,5,0.0223,0,.00318,0
2020-01-28,6,0,0,0,0
2020-01-28,7,0,0,0,0
2020-01-28,8,0,0,0,0
2020-01-28,9,0,0,0,0
2020-01-28,10,0,0,0,0
2020-01-28,11,0,0,0,0
2020-01-28,12,0,0,0,0
2020-01-28,13,0,0,0,0
2020-01-28,14,0,0,0,0
2020-01-28,15,0,0,0,0
2020-01-28,16,0,0,0,0
2020-01-28,17,0,0,0,0
2020-01-28,18,0,0,0,0
2020-01-28,19,0,0,0,0
2020-01-28,20,0,0,0,0
2020-01-28,21,0,0,0,0
2020-01-28,22,0,0,0,0
2020-01-28,23,0,0,0,0
2020-01-28,24,0,0,0,0
2020-01-28,25,0,0,0,0
2020-01-28,26,0,0,0,0
2020-01-28,27,0,0,0,0
2020-01-28,28,0,0,0,0
2020-01-28,29,0,0,0,0
2020-01-28,30,0,0,0,0
2020-01-28,31,0,0,0,0
2020-01-28,32,0,0,0,0
2020-01-28,33,0,0,0,0
2020-01-28,34,0,0,0,0
2020-01-28,35,0,0,0,0
2020-01-28,36,0,0,0,0
2020-01-28,37,0,0,0,0
2020-01-28,38,0,0,0,0
2020-01-28,39,0,0,0,0
2020-01-28,40,0,0,0,0
2020-01-28,41,0,0,0,0
2020-01-28,42,0,0,0,0
2020-01-28,43,0,0,0,0
2020-01-28,44,0,0,0,0
2020-01-28,45,0,0,0,0
2020-01-28,46,0,0,0,0
2020-01-28,47,0,0,0,0
2020-01-28,48,0,0,0,0
2020-01-28,49,0,0,0,0
2020-01-28,50,0,0,0,0
2020-01-28,51,0,0,0,0
2020-01-28,52,0,0,0,0
2020-01-28,53,0,0,0,0
2020-01-29,1,0.00996,0,.00142,0
2020-01-29,2,0,0,0,0
2020-01-29,3,0.0194,0,.00277,0
2020-01-29,4,0,0,0,0
2020-01-29,5,0.0223,0,.00318,0
2020-01-29,6,0,0,0,0
2020-01-29,7,0,0,0,0
2020-01-29,8,0,0,0,0
2020-01-29,9,0,0,0,0
2020-01-29,10,0,0,0,0
2020-01-29,11,0,0,0,0
2020-01-29,12,0,0,0,0
2020-01-29,13,0,0,0,0
2020-01-29,14,0,0,0,0
2020-01-29,15,0,0,0,0
2020-01-29,16,0,0,0,0
2020-01-29,17,0,0,0,0
2020-01-29,18,0,0,0,0
2020-01-29,19,0,0,0,0
2020-01-29,20,0,0,0,0
2020-01-29,21,0,0,0,0
2020-01-29,22,0,0,0,0
2020-01-29,23,0,0,0,0
2020-01-29,24,0,0,0,0
2020-01-29,25,0,0,0,0
2020-01-29,26,0,0,0,0
2020-01-29,27,0,0,0,0
2020-01-29,28,0,0,0,0
2020-01-29,29,0,0,0,0
2020-01-29,30,0,0,0,0
2020-01-29,31,0,0,0,0
2020-01-29,32,0,0,0,0
2020-01-29,33,0,0,0,0
2020-01-29,34,0,0,0,0
2020-01-29,35,0,0,0,0
2020-01-29,36,0,0,0,0
2020-01-29,37,0,0,0,0
2020-01-29,38,0,0,0,0
2020-01-29,39,0,0,0,0
2020-01-29,40,0,0,0,0
2020-01-29,41,0,0,0,0
2020-01-29,42,0,0,0,0
2020-01-29,43,0,0,0,0
2020-01-29,44,0,0,0,0
2020-01-29,45,0,0,0,0
2020-01-29,46,0,0,0,0
2020-01-29,47,0,0,0,0
2020-01-29,48,0,0,0,0
2020-01-29,49,0,0,0,0
2020-01-29,50,0,0,0,0
2020-01-29,51,0,0,0,0
2020-01-29,52,0,0,0,0
2020-01-29,53,0,0,0,0
2020-01-30,1,0.00996,0,.00142,0
2020-01-30,2,0,0,0,0
2020-01-30,3,0.0388,0,.00555,0
2020-01-30,4,0,0,0,0
2020-01-30,5,0.0223,0,.00318,0
2020-01-30,6,0,0,0,0
2020-01-30,7,0,0,0,0
2020-01-30,8,0,0,0,0
2020-01-30,9,0,0,0,0
2020-01-30,10,0,0,0,0
2020-01-30,11,0,0,0,0
2020-01-30,12,0,0,0,0
2020-01-30,13,0,0,0,0
2020-01-30,14,0,0,0,0
2020-01-30,15,0,0,0,0
2020-01-30,16,0,0,0,0
2020-01-30,17,0,0,0,0
2020-01-30,18,0,0,0,0
2020-01-30,19,0,0,0,0
2020-01-30,20,0,0,0,0
2020-01-30,21,0,0,0,0
2020-01-30,22,0,0,0,0
2020-01-30,23,0,0,0,0
2020-01-30,24,0,0,0,0
2020-01-30,25,0,0,0,0
2020-01-30,26,0,0,0,0
2020-01-30,27,0,0,0,0
2020-01-30,28,0,0,0,0
2020-01-30,29,0,0,0,0
2020-01-30,30,0,0,0,0
2020-01-30,31,0,0,0,0
2020-01-30,32,0,0,0,0
2020-01-30,33,0,0,0,0
2020-01-30,34,0,0,0,0
2020-01-30,35,0,0,0,0
2020-01-30,36,0,0,0,0
2020-01-30,37,0,0,0,0
2020-01-30,38,0,0,0,0
2020-01-30,39,0,0,0,0
2020-01-30,40,0,0,0,0
2020-01-30,41,0,0,0,0
2020-01-30,42,0,0,0,0
2020-01-30,43,0,0,0,0
2020-01-30,44,0,0,0,0
2020-01-30,45,0,0,0,0
2020-01-30,46,0,0,0,0
2020-01-30,47,0,0,0,0
2020-01-30,48,0,0,0,0
2020-01-30,49,0,0,0,0
2020-01-30,50,0,0,0,0
2020-01-30,51,0,0,0,0
2020-01-30,52,0,0,0,0
2020-01-30,53,0,0,0,0
2020-01-31,1,0.00996,0,.00142,0
2020-01-31,2,0,0,0,0
2020-01-31,3,0.0388,0,.00277,0
2020-01-31,4,0,0,0,0
2020-01-31,5,0.0223,0,.00318,0
2020-01-31,6,0,0,0,0
2020-01-31,7,0,0,0,0
2020-01-31,8,0,0,0,0
2020-01-31,9,0,0,0,0
2020-01-31,10,0,0,0,0
2020-01-31,11,0,0,0,0
2020-01-31,12,0.0519,0,.00741,0
2020-01-31,13,0,0,0,0
2020-01-31,14,0,0,0,0
2020-01-31,15,0,0,0,0
2020-01-31,16,0,0,0,0
2020-01-31,17,0,0,0,0
2020-01-31,18,0,0,0,0
2020-01-31,19,0,0,0,0
2020-01-31,20,0,0,0,0
2020-01-31,21,0,0,0,0
2020-01-31,22,0,0,0,0
2020-01-31,23,0,0,0,0
2020-01-31,24,0,0,0,0
2020-01-31,25,0,0,0,0
2020-01-31,26,0,0,0,0
2020-01-31,27,0,0,0,0
2020-01-31,28,0,0,0,0
2020-01-31,29,0,0,0,0
2020-01-31,30,0,0,0,0
2020-01-31,31,0,0,0,0
2020-01-31,32,0,0,0,0
2020-01-31,33,0,0,0,0
2020-01-31,34,0,0,0,0
2020-01-31,35,0,0,0,0
2020-01-31,36,0,0,0,0
2020-01-31,37,0,0,0,0
2020-01-31,38,0,0,0,0
2020-01-31,39,0,0,0,0
2020-01-31,40,0,0,0,0
2020-01-31,41,0,0,0,0
2020-01-31,42,0,0,0,0
2020-01-31,43,0,0,0,0
2020-01-31,44,0,0,0,0
2020-01-31,45,0,0,0,0
2020-01-31,46,0,0,0,0
2020-01-31,47,0,0,0,0
2020-01-31,48,0,0,0,0
2020-01-31,49,0,0,0,0
2020-01-31,50,0,0,0,0
2020-01-31,51,0,0,0,0
2020-01-31,52,0,0,0,0
2020-01-31,53,0,0,0,0
2020-02-01,1,0.00996,0,.00142,0
2020-02-01,2,0,0,0,0
2020-02-01,3,0.0388,0,.00277,0
2020-02-01,4,0,0,0,0
2020-02-01,5,0.0223,0,.00318,0
2020-02-01,6,0,0,0,0
2020-02-01,7,0,0,0,0
2020-02-01,8,0,0,0,0
2020-02-01,9,0,0,0,0
2020-02-01,10,0,0,0,0
2020-02-01,11,0,0,0,0
2020-02-01,12,0.0519,0,.00741,0
2020-02-01,13,0,0,0,0
2020-02-01,14,0,0,0,0
2020-02-01,15,0,0,0,0
2020-02-01,16,0,0,0,0
2020-02-01,17,0,0,0,0
2020-02-01,18,0,0,0,0
2020-02-01,19,0,0,0,0
2020-02-01,20,0,0,0,0
2020-02-01,21,0,0,0,0
2020-02-01,22,0,0,0,0
2020-02-01,23,0,0,0,0
2020-02-01,24,0,0,0,0
2020-02-01,25,0.124,0,.0178,0
2020-02-01,26,0,0,0,0
2020-02-01,27,0,0,0,0
2020-02-01,28,0,0,0,0
2020-02-01,29,0,0,0,0
2020-02-01,30,0,0,0,0
2020-02-01,31,0,0,0,0
2020-02-01,32,0,0,0,0
2020-02-01,33,0,0,0,0
2020-02-01,34,0,0,0,0
2020-02-01,35,0,0,0,0
2020-02-01,36,0,0,0,0
2020-02-01,37,0,0,0,0
2020-02-01,38,0,0,0,0
2020-02-01,39,0,0,0,0
2020-02-01,40,0,0,0,0
2020-02-01,41,0,0,0,0
2020-02-01,42,0,0,0,0
2020-02-01,43,0,0,0,0
2020-02-01,44,0,0,0,0
2020-02-01,45,0,0,0,0
2020-02-01,46,0,0,0,0
2020-02-01,47,0,0,0,0
2020-02-01,48,0,0,0,0
2020-02-01,49,0,0,0,0
2020-02-01,50,0,0,0,0
2020-02-01,51,0,0,0,0
2020-02-01,52,0,0,0,0
2020-02-01,53,0,0,0,0
2020-02-02,1,0.00996,0,0,0
2020-02-02,2,0,0,0,0
2020-02-02,3,0.0388,0,.00277,0
2020-02-02,4,0,0,0,0
2020-02-02,5,0.0223,0,0,0
2020-02-02,6,0,0,0,0
2020-02-02,7,0,0,0,0
2020-02-02,8,0,0,0,0
2020-02-02,9,0,0,0,0
2020-02-02,10,0,0,0,0
2020-02-02,11,0,0,0,0
2020-02-02,12,0.104,0,.0148,0
2020-02-02,13,0,0,0,0
2020-02-02,14,0,0,0,0
2020-02-02,15,0,0,0,0
2020-02-02,16,0,0,0,0
2020-02-02,17,0,0,0,0
2020-02-02,18,0,0,0,0
2020-02-02,19,0,0,0,0
2020-02-02,20,0,0,0,0
2020-02-02,21,0.227,0,.0324,0
2020-02-02,22,0,0,0,0
2020-02-02,23,0,0,0,0
2020-02-02,24,0,0,0,0
2020-02-02,25,0.124,0,.0178,0
2020-02-02,26,0,0,0,0
2020-02-02,27,0,0,0,0
2020-02-02,28,0,0,0,0
2020-02-02,29,0,0,0,0
2020-02-02,30,0,0,0,0
2020-02-02,31,0,0,0,0
2020-02-02,32,0,0,0,0
2020-02-02,33,0,0,0,0
2020-02-02,34,0,0,0,0
2020-02-02,35,0,0,0,0
2020-02-02,36,0,0,0,0
2020-02-02,37,0,0,0,0
2020-02-02,38,0,0,0,0
2020-02-02,39,0,0,0,0
2020-02-02,40,0,0,0,0
2020-02-02,41,0,0,0,0
2020-02-02,42,0,0,0,0
2020-02-02,43,0,0,0,0
2020-02-02,44,0,0,0,0
2020-02-02,45,0,0,0,0
2020-02-02,46,0,0,0,0
2020-02-02,47,0,0,0,0
2020-02-02,48,0,0,0,0
2020-02-02,49,0,0,0,0
2020-02-02,50,0,0,0,0
2020-02-02,51,0,0,0,0
2020-02-02,52,0,0,0,0
2020-02-02,53,0,0,0,0
2020-02-03,1,0.00996,0,0,0
2020-02-03,2,0,0,0,0
2020-02-03,3,0.0388,0,.00277,0
2020-02-03,4,0,0,0,0
2020-02-03,5,0.0223,0,0,0
2020-02-03,6,0,0,0,0
2020-02-03,7,0,0,0,0
2020-02-03,8,0,0,0,0
2020-02-03,9,0,0,0,0
2020-02-03,10,0,0,0,0
2020-02-03,11,0,0,0,0
2020-02-03,12,0.104,0,.0148,0
2020-02-03,13,0,0,0,0
2020-02-03,14,0,0,0,0
2020-02-03,15,0,0,0,0
2020-02-03,16,0,0,0,0
2020-02-03,17,0,0,0,0
2020-02-03,18,0,0,0,0
2020-02-03,19,0,0,0,0
2020-02-03,20,0,0,0,0
2020-02-03,21,0.227,0,.0324,0
2020-02-03,22,0,0,0,0
2020-02-03,23,0,0,0,0
2020-02-03,24,0,0,0,0
2020-02-03,25,0.124,0,.0178,0
2020-02-03,26,0,0,0,0
2020-02-03,27,0,0,0,0
2020-02-03,28,0,0,0,0
2020-02-03,29,0,0,0,0
2020-02-03,30,0,0,0,0
2020-02-03,31,0,0,0,0
2020-02-03,32,0,0,0,0
2020-02-03,33,0,0,0,0
2020-02-03,34,0,0,0,0
2020-02-03,35,0,0,0,0
2020-02-03,36,0,0,0,0
2020-02-03,37,0,0,0,0
2020-02-03,38,0,0,0,0
2020-02-03,39,0,0,0,0
2020-02-03,40,0,0,0,0
2020-02-03,41,0,0,0,0
2020-02-03,42,0,0,0,0
2020-02-03,43,0,0,0,0
2020-02-03,44,0,0,0,0
2020-02-03,45,0,0,0,0
2020-02-03,46,0,0,0,0
2020-02-03,47,0,0,0,0
2020-02-03,48,0,0,0,0
2020-02-03,49,0,0,0,0
2020-02-03,50,0,0,0,0
2020-02-03,51,0,0,0,0
2020-02-03,52,0,0,0,0
2020-02-03,53,0,0,0,0
2020-02-04,1,0.00996,0,0,0
2020-02-04,2,0,0,0,0
2020-02-04,3,0.0388,0,.00277,0
2020-02-04,4,0,0,0,0
2020-02-04,5,0.0223,0,0,0
2020-02-04,6,0,0,0,0
2020-02-04,7,0,0,0,0
2020-02-04,8,0,0,0,0
2020-02-04,9,0,0,0,0
2020-02-04,10,0,0,0,0
2020-02-04,11,0,0,0,0
2020-02-04,12,0.104,0,.0148,0
2020-02-04,13,0,0,0,0
2020-02-04,14,0,0,0,0
2020-02-04,15,0,0,0,0
2020-02-04,16,0,0,0,0
2020-02-04,17,0,0,0,0
2020-02-04,18,0,0,0,0
2020-02-04,19,0,0,0,0
2020-02-04,20,0,0,0,0
2020-02-04,21,0.227,0,.0324,0
2020-02-04,22,0,0,0,0
2020-02-04,23,0,0,0,0
2020-02-04,24,0,0,0,0
2020-02-04,25,0.124,0,.0178,0
2020-02-04,26,0,0,0,0
2020-02-04,27,0,0,0,0
2020-02-04,28,0,0,0,0
2020-02-04,29,0,0,0,0
2020-02-04,30,0,0,0,0
2020-02-04,31,0,0,0,0
2020-02-04,32,0,0,0,0
2020-02-04,33,0,0,0,0
2020-02-04,34,0,0,0,0
2020-02-04,35,0,0,0,0
2020-02-04,36,0,0,0,0
2020-02-04,37,0,0,0,0
2020-02-04,38,0,0,0,0
2020-02-04,39,0,0,0,0
2020-02-04,40,0,0,0,0
2020-02-04,41,0,0,0,0
2020-02-04,42,0,0,0,0
2020-02-04,43,0,0,0,0
2020-02-04,44,0,0,0,0
2020-02-04,45,0,0,0,0
2020-02-04,46,0,0,0,0
2020-02-04,47,0,0,0,0
2020-02-04,48,0,0,0,0
2020-02-04,49,0,0,0,0
2020-02-04,50,0,0,0,0
2020-02-04,51,0,0,0,0
2020-02-04,52,0,0,0,0
2020-02-04,53,0,0,0,0
2020-02-05,1,0.00996,0,0,0
2020-02-05,2,0,0,0,0
2020-02-05,3,0.0388,0,.00277,0
2020-02-05,4,0,0,0,0
2020-02-05,5,0.0223,0,0,0
2020-02-05,6,0,0,0,0
2020-02-05,7,0,0,0,0
2020-02-05,8,0,0,0,0
2020-02-05,9,0,0,0,0
2020-02-05,10,0,0,0,0
2020-02-05,11,0,0,0,0
2020-02-05,12,0.104,0,.0148,0
2020-02-05,13,0,0,0,0
